"","Scenario","Unit","Region","Variable","Year","Value"
"1060","Canada Net-zero","Thousand Barrels per day","Canada","C5+",2025,189.108055
"1061","Canada Net-zero","Thousand Barrels per day","Canada","C5+",2026,190.836033
"1062","Canada Net-zero","Thousand Barrels per day","Canada","C5+",2027,188.702343
"1063","Canada Net-zero","Thousand Barrels per day","Canada","C5+",2028,185.832473
"1064","Canada Net-zero","Thousand Barrels per day","Canada","C5+",2029,187.763301
"1065","Canada Net-zero","Thousand Barrels per day","Canada","C5+",2030,189.353972
"1066","Canada Net-zero","Thousand Barrels per day","Canada","C5+",2031,186.98626
"1067","Canada Net-zero","Thousand Barrels per day","Canada","C5+",2032,182.79679
"1068","Canada Net-zero","Thousand Barrels per day","Canada","C5+",2033,179.214513
"1069","Canada Net-zero","Thousand Barrels per day","Canada","C5+",2034,175.973769
"1070","Canada Net-zero","Thousand Barrels per day","Canada","C5+",2035,172.678674
"1071","Canada Net-zero","Thousand Barrels per day","Canada","C5+",2036,169.188874
"1072","Canada Net-zero","Thousand Barrels per day","Canada","C5+",2037,165.676132
"1073","Canada Net-zero","Thousand Barrels per day","Canada","C5+",2038,162.077047
"1074","Canada Net-zero","Thousand Barrels per day","Canada","C5+",2039,158.295412
"1075","Canada Net-zero","Thousand Barrels per day","Canada","C5+",2040,154.278349
"1076","Canada Net-zero","Thousand Barrels per day","Canada","C5+",2041,150.171239
"1077","Canada Net-zero","Thousand Barrels per day","Canada","C5+",2042,146.108279
"1078","Canada Net-zero","Thousand Barrels per day","Canada","C5+",2043,141.978887
"1079","Canada Net-zero","Thousand Barrels per day","Canada","C5+",2044,137.817713
"1080","Canada Net-zero","Thousand Barrels per day","Canada","C5+",2045,133.810682
"1081","Canada Net-zero","Thousand Barrels per day","Canada","C5+",2046,130.007039
"1082","Canada Net-zero","Thousand Barrels per day","Canada","C5+",2047,126.363874
"1083","Canada Net-zero","Thousand Barrels per day","Canada","C5+",2048,122.841204
"1084","Canada Net-zero","Thousand Barrels per day","Canada","C5+",2049,119.425315
"1085","Canada Net-zero","Thousand Barrels per day","Canada","C5+",2050,116.107816
"1086","Current Measures","Thousand Barrels per day","Canada","C5+",2010,104.757563
"1087","Current Measures","Thousand Barrels per day","Canada","C5+",2011,97.942531
"1088","Current Measures","Thousand Barrels per day","Canada","C5+",2012,89.929004
"1089","Current Measures","Thousand Barrels per day","Canada","C5+",2013,88.884287
"1090","Current Measures","Thousand Barrels per day","Canada","C5+",2014,92.633484
"1091","Current Measures","Thousand Barrels per day","Canada","C5+",2015,93.887207
"1092","Current Measures","Thousand Barrels per day","Canada","C5+",2016,90.361347
"1093","Current Measures","Thousand Barrels per day","Canada","C5+",2017,96.514429
"1094","Current Measures","Thousand Barrels per day","Canada","C5+",2018,139.643684
"1095","Current Measures","Thousand Barrels per day","Canada","C5+",2019,143.477575
"1096","Current Measures","Thousand Barrels per day","Canada","C5+",2020,127.275581
"1097","Current Measures","Thousand Barrels per day","Canada","C5+",2021,138.075274
"1098","Current Measures","Thousand Barrels per day","Canada","C5+",2022,159.911379
"1099","Current Measures","Thousand Barrels per day","Canada","C5+",2023,175.619079
"1100","Current Measures","Thousand Barrels per day","Canada","C5+",2024,182.749928
"1101","Current Measures","Thousand Barrels per day","Canada","C5+",2025,188.4091
"1102","Current Measures","Thousand Barrels per day","Canada","C5+",2026,190.09061
"1103","Current Measures","Thousand Barrels per day","Canada","C5+",2027,188.485347
"1104","Current Measures","Thousand Barrels per day","Canada","C5+",2028,185.579697
"1105","Current Measures","Thousand Barrels per day","Canada","C5+",2029,189.300379
"1106","Current Measures","Thousand Barrels per day","Canada","C5+",2030,192.285652
"1107","Current Measures","Thousand Barrels per day","Canada","C5+",2031,191.207761
"1108","Current Measures","Thousand Barrels per day","Canada","C5+",2032,189.923082
"1109","Current Measures","Thousand Barrels per day","Canada","C5+",2033,191.398302
"1110","Current Measures","Thousand Barrels per day","Canada","C5+",2034,193.010052
"1111","Current Measures","Thousand Barrels per day","Canada","C5+",2035,194.135222
"1112","Current Measures","Thousand Barrels per day","Canada","C5+",2036,194.822199
"1113","Current Measures","Thousand Barrels per day","Canada","C5+",2037,195.118226
"1114","Current Measures","Thousand Barrels per day","Canada","C5+",2038,195.715672
"1115","Current Measures","Thousand Barrels per day","Canada","C5+",2039,196.70303
"1116","Current Measures","Thousand Barrels per day","Canada","C5+",2040,197.630147
"1117","Current Measures","Thousand Barrels per day","Canada","C5+",2041,198.206007
"1118","Current Measures","Thousand Barrels per day","Canada","C5+",2042,198.475428
"1119","Current Measures","Thousand Barrels per day","Canada","C5+",2043,198.647761
"1120","Current Measures","Thousand Barrels per day","Canada","C5+",2044,199.002236
"1121","Current Measures","Thousand Barrels per day","Canada","C5+",2045,199.548805
"1122","Current Measures","Thousand Barrels per day","Canada","C5+",2046,200.203454
"1123","Current Measures","Thousand Barrels per day","Canada","C5+",2047,200.936288
"1124","Current Measures","Thousand Barrels per day","Canada","C5+",2048,201.722949
"1125","Current Measures","Thousand Barrels per day","Canada","C5+",2049,202.537761
"1126","Current Measures","Thousand Barrels per day","Canada","C5+",2050,203.369101
"1127","Global Net-zero","Thousand Barrels per day","Canada","C5+",2010,104.757563
"1128","Global Net-zero","Thousand Barrels per day","Canada","C5+",2011,97.942531
"1129","Global Net-zero","Thousand Barrels per day","Canada","C5+",2012,89.929004
"1130","Global Net-zero","Thousand Barrels per day","Canada","C5+",2013,88.884287
"1131","Global Net-zero","Thousand Barrels per day","Canada","C5+",2014,92.633484
"1132","Global Net-zero","Thousand Barrels per day","Canada","C5+",2015,93.887207
"1133","Global Net-zero","Thousand Barrels per day","Canada","C5+",2016,90.361347
"1134","Global Net-zero","Thousand Barrels per day","Canada","C5+",2017,96.514429
"1135","Global Net-zero","Thousand Barrels per day","Canada","C5+",2018,139.643684
"1136","Global Net-zero","Thousand Barrels per day","Canada","C5+",2019,143.477575
"1137","Global Net-zero","Thousand Barrels per day","Canada","C5+",2020,127.275581
"1138","Global Net-zero","Thousand Barrels per day","Canada","C5+",2021,138.075274
"1139","Global Net-zero","Thousand Barrels per day","Canada","C5+",2022,159.940879
"1140","Global Net-zero","Thousand Barrels per day","Canada","C5+",2023,175.732262
"1141","Global Net-zero","Thousand Barrels per day","Canada","C5+",2024,183.092096
"1142","Global Net-zero","Thousand Barrels per day","Canada","C5+",2025,189.100198
"1143","Global Net-zero","Thousand Barrels per day","Canada","C5+",2026,190.310102
"1144","Global Net-zero","Thousand Barrels per day","Canada","C5+",2027,186.619817
"1145","Global Net-zero","Thousand Barrels per day","Canada","C5+",2028,181.446569
"1146","Global Net-zero","Thousand Barrels per day","Canada","C5+",2029,176.696042
"1147","Global Net-zero","Thousand Barrels per day","Canada","C5+",2030,170.409585
"1148","Global Net-zero","Thousand Barrels per day","Canada","C5+",2031,164.35172
"1149","Global Net-zero","Thousand Barrels per day","Canada","C5+",2032,158.839576
"1150","Global Net-zero","Thousand Barrels per day","Canada","C5+",2033,153.901094
"1151","Global Net-zero","Thousand Barrels per day","Canada","C5+",2034,149.299162
"1152","Global Net-zero","Thousand Barrels per day","Canada","C5+",2035,144.922074
"1153","Global Net-zero","Thousand Barrels per day","Canada","C5+",2036,140.842434
"1154","Global Net-zero","Thousand Barrels per day","Canada","C5+",2037,136.962379
"1155","Global Net-zero","Thousand Barrels per day","Canada","C5+",2038,133.02263
"1156","Global Net-zero","Thousand Barrels per day","Canada","C5+",2039,129.169119
"1157","Global Net-zero","Thousand Barrels per day","Canada","C5+",2040,125.367409
"1158","Global Net-zero","Thousand Barrels per day","Canada","C5+",2041,121.580336
"1159","Global Net-zero","Thousand Barrels per day","Canada","C5+",2042,117.8818
"1160","Global Net-zero","Thousand Barrels per day","Canada","C5+",2043,114.320713
"1161","Global Net-zero","Thousand Barrels per day","Canada","C5+",2044,110.966518
"1162","Global Net-zero","Thousand Barrels per day","Canada","C5+",2045,107.7733
"1163","Global Net-zero","Thousand Barrels per day","Canada","C5+",2046,104.763553
"1164","Global Net-zero","Thousand Barrels per day","Canada","C5+",2047,101.941538
"1165","Global Net-zero","Thousand Barrels per day","Canada","C5+",2048,99.254674
"1166","Global Net-zero","Thousand Barrels per day","Canada","C5+",2049,96.711624
"1167","Global Net-zero","Thousand Barrels per day","Canada","C5+",2050,94.296545
"1168","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2010,16.65515
"1169","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2011,15.571645
"1170","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2012,14.297594
"1171","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2013,14.131497
"1172","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2014,14.727572
"1173","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2015,14.926899
"1174","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2016,14.366331
"1175","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2017,15.344594
"1176","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2018,22.20161
"1177","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2019,22.811151
"1178","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2020,20.235235
"1179","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2021,21.952252
"1180","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2022,25.428611
"1181","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2023,27.939245
"1182","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2024,29.109379
"1183","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2025,30.06583
"1184","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2026,30.340557
"1185","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2027,30.001326
"1186","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2028,29.545053
"1187","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2029,29.85203
"1188","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2030,30.104927
"1189","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2031,29.728491
"1190","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2032,29.062417
"1191","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2033,28.492879
"1192","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2034,27.977641
"1193","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2035,27.453762
"1194","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2036,26.898927
"1195","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2037,26.340445
"1196","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2038,25.768235
"1197","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2039,25.167002
"1198","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2040,24.528339
"1199","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2041,23.87536
"1200","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2042,23.2294
"1201","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2043,22.572878
"1202","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2044,21.911303
"1203","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2045,21.274235
"1204","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2046,20.669503
"1205","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2047,20.090285
"1206","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2048,19.530224
"1207","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2049,18.98714
"1208","Canada Net-zero","Thousand Cubic Metres per day","Canada","C5+",2050,18.459699
"1209","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2010,16.65515
"1210","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2011,15.571645
"1211","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2012,14.297594
"1212","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2013,14.131497
"1213","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2014,14.727572
"1214","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2015,14.926899
"1215","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2016,14.366331
"1216","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2017,15.344594
"1217","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2018,22.20161
"1218","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2019,22.811151
"1219","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2020,20.235235
"1220","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2021,21.952252
"1221","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2022,25.423921
"1222","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2023,27.92125
"1223","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2024,29.054967
"1224","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2025,29.954705
"1225","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2026,30.222044
"1226","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2027,29.966827
"1227","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2028,29.504865
"1228","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2029,30.096407
"1229","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2030,30.571028
"1230","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2031,30.399657
"1231","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2032,30.195409
"1232","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2033,30.42995
"1233","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2034,30.686199
"1234","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2035,30.865087
"1235","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2036,30.974307
"1236","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2037,31.021372
"1237","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2038,31.116359
"1238","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2039,31.273336
"1239","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2040,31.420736
"1240","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2041,31.512291
"1241","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2042,31.555125
"1242","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2043,31.582524
"1243","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2044,31.638881
"1244","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2045,31.725779
"1245","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2046,31.82986
"1246","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2047,31.946372
"1247","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2048,32.071441
"1248","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2049,32.200986
"1249","Current Measures","Thousand Cubic Metres per day","Canada","C5+",2050,32.333159
"1250","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2010,16.65515
"1251","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2011,15.571645
"1252","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2012,14.297594
"1253","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2013,14.131497
"1254","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2014,14.727572
"1255","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2015,14.926899
"1256","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2016,14.366331
"1257","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2017,15.344594
"1258","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2018,22.20161
"1259","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2019,22.811151
"1260","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2020,20.235235
"1261","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2021,21.952252
"1262","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2022,25.428611
"1263","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2023,27.939245
"1264","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2024,29.109367
"1265","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2025,30.06458
"1266","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2026,30.25694
"1267","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2027,29.670231
"1268","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2028,28.847749
"1269","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2029,28.092474
"1270","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2030,27.093005
"1271","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2031,26.12988
"1272","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2032,25.253518
"1273","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2033,24.468361
"1274","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2034,23.736711
"1275","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2035,23.040808
"1276","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2036,22.392196
"1277","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2037,21.775315
"1278","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2038,21.148944
"1279","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2039,20.536284
"1280","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2040,19.931859
"1281","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2041,19.329762
"1282","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2042,18.741741
"1283","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2043,18.175572
"1284","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2044,17.642297
"1285","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2045,17.134615
"1286","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2046,16.656102
"1287","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2047,16.207437
"1288","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2048,15.780259
"1289","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2049,15.375946
"1290","Global Net-zero","Thousand Cubic Metres per day","Canada","C5+",2050,14.991978
"1291","Canada Net-zero","Thousand Barrels per day","Nova Scotia","C5+",2005,12.89
"1292","Current Measures","Thousand Barrels per day","Nova Scotia","C5+",2005,12.89
"1293","Global Net-zero","Thousand Barrels per day","Nova Scotia","C5+",2005,12.89
"1294","Canada Net-zero","Thousand Barrels per day","Nova Scotia","Total",2005,12.89
"1295","Current Measures","Thousand Barrels per day","Nova Scotia","Total",2005,12.89
"1296","Global Net-zero","Thousand Barrels per day","Nova Scotia","Total",2005,12.89
"1297","Canada Net-zero","Thousand Cubic Metres per day","Nova Scotia","C5+",2005,2.05
"1298","Current Measures","Thousand Cubic Metres per day","Nova Scotia","C5+",2005,2.05
"1299","Global Net-zero","Thousand Cubic Metres per day","Nova Scotia","C5+",2005,2.05
"1300","Canada Net-zero","Thousand Cubic Metres per day","Nova Scotia","Total",2005,2.05
"1301","Current Measures","Thousand Cubic Metres per day","Nova Scotia","Total",2005,2.05
"1302","Global Net-zero","Thousand Cubic Metres per day","Nova Scotia","Total",2005,2.05
"1303","Canada Net-zero","Thousand Barrels per day","Nova Scotia","C5+",2006,12.01
"1304","Current Measures","Thousand Barrels per day","Nova Scotia","C5+",2006,12.01
"1305","Global Net-zero","Thousand Barrels per day","Nova Scotia","C5+",2006,12.01
"1306","Canada Net-zero","Thousand Barrels per day","Nova Scotia","Total",2006,12.01
"1307","Current Measures","Thousand Barrels per day","Nova Scotia","Total",2006,12.01
"1308","Global Net-zero","Thousand Barrels per day","Nova Scotia","Total",2006,12.01
"1309","Canada Net-zero","Thousand Cubic Metres per day","Nova Scotia","C5+",2006,1.91
"1310","Current Measures","Thousand Cubic Metres per day","Nova Scotia","C5+",2006,1.91
"1311","Global Net-zero","Thousand Cubic Metres per day","Nova Scotia","C5+",2006,1.91
"1312","Canada Net-zero","Thousand Cubic Metres per day","Nova Scotia","Total",2006,1.91
"1313","Current Measures","Thousand Cubic Metres per day","Nova Scotia","Total",2006,1.91
"1314","Global Net-zero","Thousand Cubic Metres per day","Nova Scotia","Total",2006,1.91
"1315","Canada Net-zero","Thousand Barrels per day","Nova Scotia","C5+",2007,11.89
"1316","Current Measures","Thousand Barrels per day","Nova Scotia","C5+",2007,11.89
"1317","Global Net-zero","Thousand Barrels per day","Nova Scotia","C5+",2007,11.89
"1318","Canada Net-zero","Thousand Barrels per day","Nova Scotia","Total",2007,11.89
"1319","Current Measures","Thousand Barrels per day","Nova Scotia","Total",2007,11.89
"1320","Global Net-zero","Thousand Barrels per day","Nova Scotia","Total",2007,11.89
"1321","Canada Net-zero","Thousand Cubic Metres per day","Nova Scotia","C5+",2007,1.89
"1322","Current Measures","Thousand Cubic Metres per day","Nova Scotia","C5+",2007,1.89
"1323","Global Net-zero","Thousand Cubic Metres per day","Nova Scotia","C5+",2007,1.89
"1324","Canada Net-zero","Thousand Cubic Metres per day","Nova Scotia","Total",2007,1.89
"1325","Current Measures","Thousand Cubic Metres per day","Nova Scotia","Total",2007,1.89
"1326","Global Net-zero","Thousand Cubic Metres per day","Nova Scotia","Total",2007,1.89
"1327","Canada Net-zero","Thousand Cubic Metres per day","Nova Scotia","C5+",2008,1.75
"1328","Current Measures","Thousand Cubic Metres per day","Nova Scotia","C5+",2008,1.75
"1329","Global Net-zero","Thousand Cubic Metres per day","Nova Scotia","C5+",2008,1.75
"1330","Canada Net-zero","Thousand Barrels per day","Nova Scotia","C5+",2008,11.01
"1331","Current Measures","Thousand Barrels per day","Nova Scotia","C5+",2008,11.01
"1332","Global Net-zero","Thousand Barrels per day","Nova Scotia","C5+",2008,11.01
"1333","Canada Net-zero","Thousand Barrels per day","Nova Scotia","Total",2008,11.01
"1334","Current Measures","Thousand Barrels per day","Nova Scotia","Total",2008,11.01
"1335","Global Net-zero","Thousand Barrels per day","Nova Scotia","Total",2008,11.01
"1336","Canada Net-zero","Thousand Cubic Metres per day","Nova Scotia","Total",2008,1.75
"1337","Current Measures","Thousand Cubic Metres per day","Nova Scotia","Total",2008,1.75
"1338","Global Net-zero","Thousand Cubic Metres per day","Nova Scotia","Total",2008,1.75
"1339","Canada Net-zero","Thousand Cubic Metres per day","Nova Scotia","C5+",2009,1.13
"1340","Current Measures","Thousand Cubic Metres per day","Nova Scotia","C5+",2009,1.13
"1341","Global Net-zero","Thousand Cubic Metres per day","Nova Scotia","C5+",2009,1.13
"1342","Canada Net-zero","Thousand Barrels per day","Nova Scotia","C5+",2009,7.11
"1343","Current Measures","Thousand Barrels per day","Nova Scotia","C5+",2009,7.11
"1344","Global Net-zero","Thousand Barrels per day","Nova Scotia","C5+",2009,7.11
"1345","Canada Net-zero","Thousand Barrels per day","Nova Scotia","Total",2009,7.11
"1346","Current Measures","Thousand Barrels per day","Nova Scotia","Total",2009,7.11
"1347","Global Net-zero","Thousand Barrels per day","Nova Scotia","Total",2009,7.11
"1348","Canada Net-zero","Thousand Cubic Metres per day","Nova Scotia","Total",2009,1.13
"1349","Current Measures","Thousand Cubic Metres per day","Nova Scotia","Total",2009,1.13
"1350","Global Net-zero","Thousand Cubic Metres per day","Nova Scotia","Total",2009,1.13
"1351","Canada Net-zero","Thousand Cubic Metres per day","Nova Scotia","C5+",2010,1.067721
"1352","Current Measures","Thousand Cubic Metres per day","Nova Scotia","C5+",2010,1.067721
"1353","Global Net-zero","Thousand Cubic Metres per day","Nova Scotia","C5+",2010,1.067721
"1354","Canada Net-zero","Thousand Barrels per day","Nova Scotia","C5+",2010,6.715749
"1355","Current Measures","Thousand Barrels per day","Nova Scotia","C5+",2010,6.715749
"1356","Global Net-zero","Thousand Barrels per day","Nova Scotia","C5+",2010,6.715749
"1357","Canada Net-zero","Thousand Barrels per day","Nova Scotia","Total",2010,6.715749
"1358","Current Measures","Thousand Barrels per day","Nova Scotia","Total",2010,6.715749
"1359","Global Net-zero","Thousand Barrels per day","Nova Scotia","Total",2010,6.715749
"1360","Canada Net-zero","Thousand Cubic Metres per day","Nova Scotia","Total",2010,1.067721
"1361","Current Measures","Thousand Cubic Metres per day","Nova Scotia","Total",2010,1.07
"1362","Global Net-zero","Thousand Cubic Metres per day","Nova Scotia","Total",2010,1.07
"1363","Canada Net-zero","Thousand Barrels per day","Nova Scotia","Total",2011,5.409331
"1364","Current Measures","Thousand Barrels per day","Nova Scotia","Total",2011,5.409331
"1365","Global Net-zero","Thousand Barrels per day","Nova Scotia","Total",2011,5.409331
"1366","Canada Net-zero","Thousand Barrels per day","Nova Scotia","C5+",2011,5.409331
"1367","Current Measures","Thousand Barrels per day","Nova Scotia","C5+",2011,5.409331
"1368","Global Net-zero","Thousand Barrels per day","Nova Scotia","C5+",2011,5.409331
"1369","Canada Net-zero","Thousand Cubic Metres per day","Nova Scotia","Total",2011,0.86
"1370","Current Measures","Thousand Cubic Metres per day","Nova Scotia","Total",2011,0.86
"1371","Global Net-zero","Thousand Cubic Metres per day","Nova Scotia","Total",2011,0.86
"1372","Canada Net-zero","Thousand Cubic Metres per day","Nova Scotia","C5+",2011,0.860016
"1373","Current Measures","Thousand Cubic Metres per day","Nova Scotia","C5+",2011,0.860016
"1374","Global Net-zero","Thousand Cubic Metres per day","Nova Scotia","C5+",2011,0.860016
"1375","Canada Net-zero","Thousand Barrels per day","Nova Scotia","Total",2012,3.673532
"1376","Current Measures","Thousand Barrels per day","Nova Scotia","Total",2012,3.673532
"1377","Global Net-zero","Thousand Barrels per day","Nova Scotia","Total",2012,3.673532
"1378","Canada Net-zero","Thousand Barrels per day","Nova Scotia","C5+",2012,3.673532
"1379","Current Measures","Thousand Barrels per day","Nova Scotia","C5+",2012,3.673532
"1380","Global Net-zero","Thousand Barrels per day","Nova Scotia","C5+",2012,3.673532
"1381","Canada Net-zero","Thousand Cubic Metres per day","Nova Scotia","Total",2012,0.58
"1382","Current Measures","Thousand Cubic Metres per day","Nova Scotia","Total",2012,0.58
"1383","Global Net-zero","Thousand Cubic Metres per day","Nova Scotia","Total",2012,0.58
"1384","Canada Net-zero","Thousand Cubic Metres per day","Nova Scotia","C5+",2012,0.584046
"1385","Current Measures","Thousand Cubic Metres per day","Nova Scotia","C5+",2012,0.584046
"1386","Global Net-zero","Thousand Cubic Metres per day","Nova Scotia","C5+",2012,0.584046
"1387","Canada Net-zero","Thousand Barrels per day","Nova Scotia","Total",2013,2.056186
"1388","Current Measures","Thousand Barrels per day","Nova Scotia","Total",2013,2.056186
"1389","Global Net-zero","Thousand Barrels per day","Nova Scotia","Total",2013,2.056186
"1390","Canada Net-zero","Thousand Cubic Metres per day","Nova Scotia","Total",2013,0.33
"1391","Current Measures","Thousand Cubic Metres per day","Nova Scotia","Total",2013,0.33
"1392","Global Net-zero","Thousand Cubic Metres per day","Nova Scotia","Total",2013,0.33
"1393","Canada Net-zero","Thousand Barrels per day","Nova Scotia","C5+",2013,2.056186
"1394","Current Measures","Thousand Barrels per day","Nova Scotia","C5+",2013,2.056186
"1395","Global Net-zero","Thousand Barrels per day","Nova Scotia","C5+",2013,2.056186
"1396","Canada Net-zero","Thousand Cubic Metres per day","Nova Scotia","C5+",2013,0.326908
"1397","Current Measures","Thousand Cubic Metres per day","Nova Scotia","C5+",2013,0.326908
"1398","Global Net-zero","Thousand Cubic Metres per day","Nova Scotia","C5+",2013,0.326908
"1399","Canada Net-zero","Thousand Cubic Metres per day","Nova Scotia","Total",2014,0.46
