date,month,year,Plant_Type,gen,gen12m
2005-12-15,12,2005,COAL,5144.975806451613,4864.289929542982
2005-12-15,12,2005,NATURAL GAS,2168.5752688172042,2017.4121307516227
2005-12-15,12,2005,RENEWABLES,438.7231182795699,437.17395263335357
2005-12-15,12,2005,NET IMPORTS,149.81048387096774,142.73328231117583
2006-01-15,1,2006,COAL,5194.479838709677,4862.3485092920855
2006-01-15,1,2006,NATURAL GAS,2093.8817204301076,2061.8796486727697
2006-01-15,1,2006,RENEWABLES,470.372311827957,429.2000503036045
2006-01-15,1,2006,NET IMPORTS,100.03225806451613,164.35929037569198
2006-02-15,2,2006,COAL,5258.523809523809,4888.15048061825
2006-02-15,2,2006,NATURAL GAS,2056.2425595238096,2073.5005044075365
2006-02-15,2,2006,RENEWABLES,416.42113095238096,425.3278504828159
2006-02-15,2,2006,NET IMPORTS,34.705357142857146,155.09786564450917
2006-03-15,3,2006,COAL,5282.0981182795695,4888.231267655287
2006-03-15,3,2006,NATURAL GAS,2064.0147849462364,2111.1110368149443
2006-03-15,3,2006,RENEWABLES,357.7069892473118,419.52692455689
2006-03-15,3,2006,NET IMPORTS,3.282258064516129,148.9678887926573
2006-04-15,4,2006,COAL,4781.642559109875,4855.2946368791545
2006-04-15,4,2006,NATURAL GAS,1989.3101529902642,2182.917115774119
2006-04-15,4,2006,RENEWABLES,374.3212795549374,415.0041564994651
