Date - MST,Hourly Profile1,Season1,Date (MST),AIL,Gas Price,Price,Spark Spread
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/23/2022 4:00:00 PM,10101,5.9,55.3,11.05
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/23/2022 5:00:00 PM,9999,5.9,54.03,9.78
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/23/2022 6:00:00 PM,9868,5.9,63.77,19.52
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/23/2022 7:00:00 PM,9775,5.9,89.97,45.72
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/23/2022 8:00:00 PM,9674,5.9,90.25,46
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/23/2022 9:00:00 PM,9509,5.9,92.63,48.38
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/23/2022 10:00:00 PM,9180,5.9,97.94,53.69
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/23/2022 11:00:00 PM,8928,5.47,58.27,17.245
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/24/2022 12:00:00 AM,8772,5.47,52.47,11.445
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/24/2022 1:00:00 AM,8752,5.47,54.75,13.725
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/24/2022 2:00:00 AM,8752,5.47,56.21,15.185
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/24/2022 3:00:00 AM,8789,5.47,57.43,16.405
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/24/2022 4:00:00 AM,8768,5.47,58.25,17.225
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/24/2022 5:00:00 AM,8996,5.47,61.98,20.955
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/24/2022 6:00:00 AM,9398,5.47,61.49,20.465
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/24/2022 7:00:00 AM,9664,5.47,61.7,20.675
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/24/2022 8:00:00 AM,9819,5.47,55.17,14.145
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/24/2022 9:00:00 AM,9910,5.47,60.97,19.945
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/24/2022 10:00:00 AM,9985,5.47,66.99,25.965
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/24/2022 11:00:00 AM,9984,5.47,82.47,41.445
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/24/2022 12:00:00 PM,9900,5.47,78.96,37.935
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/24/2022 1:00:00 PM,9844,5.47,75,33.975
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/24/2022 2:00:00 PM,9819,5.47,55.98,14.955
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/24/2022 3:00:00 PM,9813,5.47,80.55,39.525
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/24/2022 4:00:00 PM,9738,5.47,107.66,66.635
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/24/2022 5:00:00 PM,9585,5.47,71.32,30.295
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/24/2022 6:00:00 PM,9440,5.47,71.8,30.775
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/24/2022 7:00:00 PM,9420,5.47,71.47,30.445
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/24/2022 8:00:00 PM,9414,5.47,71.78,30.755
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/24/2022 9:00:00 PM,9355,5.47,72.62,31.595
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/24/2022 10:00:00 PM,9163,5.47,62.16,21.135
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/24/2022 11:00:00 PM,8902,5.3,58.32,18.57
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/25/2022 12:00:00 AM,8755,5.3,53.13,13.38
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/25/2022 1:00:00 AM,8679,5.3,51.97,12.22
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/25/2022 2:00:00 AM,8655,5.3,49.75,10
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/25/2022 3:00:00 AM,8638,5.3,48.42,8.67
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/25/2022 4:00:00 AM,8546,5.3,46.55,6.8
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/25/2022 5:00:00 AM,8623,5.3,48.49,8.74
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/25/2022 6:00:00 AM,8825,5.3,49.84,10.09
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/25/2022 7:00:00 AM,9085,5.3,54.77,15.02
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/25/2022 8:00:00 AM,9312,5.3,58.71,18.96
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/25/2022 9:00:00 AM,9455,5.3,62.41,22.66
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/25/2022 10:00:00 AM,9547,5.3,60.04,20.29
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/25/2022 11:00:00 AM,9594,5.3,65.88,26.13
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/25/2022 12:00:00 PM,9592,5.3,77.89,38.14
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/25/2022 1:00:00 PM,9564,5.3,68.72,28.97
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/25/2022 2:00:00 PM,9572,5.3,70,30.25
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/25/2022 3:00:00 PM,9612,5.3,70.69,30.94
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/25/2022 4:00:00 PM,9656,5.3,78.26,38.51
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/25/2022 5:00:00 PM,9667,5.3,82.7,42.95
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/25/2022 6:00:00 PM,9608,5.3,98.51,58.76
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/25/2022 7:00:00 PM,9519,5.3,108.46,68.71
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/25/2022 8:00:00 PM,9390,5.3,101.17,61.42
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/25/2022 9:00:00 PM,9263,5.3,86.49,46.74
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/25/2022 10:00:00 PM,9046,5.3,70.79,31.04
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/25/2022 11:00:00 PM,8873,5.42,61.07,20.42
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/26/2022 12:00:00 AM,8775,5.42,56.02,15.37
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/26/2022 1:00:00 AM,8687,5.42,50.47,9.82
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/26/2022 2:00:00 AM,8634,5.42,50,9.35
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/26/2022 3:00:00 AM,8589,5.42,49.79,9.14
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/26/2022 4:00:00 AM,8506,5.42,49.75,9.1
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/26/2022 5:00:00 AM,8553,5.42,49.75,9.1
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/26/2022 6:00:00 AM,8709,5.42,49.78,9.13
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/26/2022 7:00:00 AM,8931,5.42,52.49,11.84
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/26/2022 8:00:00 AM,9159,5.42,58.19,17.54
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/26/2022 9:00:00 AM,9367,5.42,66.47,25.82
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/26/2022 10:00:00 AM,9512,5.42,83.27,42.62
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/26/2022 11:00:00 AM,9622,5.42,85.65,45
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/26/2022 12:00:00 PM,9672,5.42,82.05,41.4
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/26/2022 1:00:00 PM,9612,5.42,77.5,36.85
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/26/2022 2:00:00 PM,9719,5.42,82.29,41.64
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/26/2022 3:00:00 PM,9890,5.42,101.79,61.14
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/26/2022 4:00:00 PM,10007,5.42,147.67,107.02
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/26/2022 5:00:00 PM,9902,5.42,115.92,75.27
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/26/2022 6:00:00 PM,9832,5.42,122.8,82.15
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/26/2022 7:00:00 PM,9712,5.42,254.34,213.69
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/26/2022 8:00:00 PM,9513,5.42,192.75,152.1
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/26/2022 9:00:00 PM,9382,5.42,130.97,90.32
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/26/2022 10:00:00 PM,9120,5.42,120.97,80.32
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/26/2022 11:00:00 PM,8897,5.6975,84.44,41.70875
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/27/2022 12:00:00 AM,8785,5.6975,70.77,28.03875
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/27/2022 1:00:00 AM,8681,5.6975,62.68,19.94875
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/27/2022 2:00:00 AM,8651,5.6975,60.57,17.83875
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/27/2022 3:00:00 AM,8659,5.6975,61.04,18.30875
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/27/2022 4:00:00 AM,8591,5.6975,57.06,14.32875
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/27/2022 5:00:00 AM,8904,5.6975,71.16,28.42875
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/27/2022 6:00:00 AM,9365,5.6975,78.44,35.70875
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/27/2022 7:00:00 AM,9706,5.6975,80.97,38.23875
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/27/2022 8:00:00 AM,9966,5.6975,87.48,44.74875
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/27/2022 9:00:00 AM,10122,5.6975,92.52,49.78875
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/27/2022 10:00:00 AM,10164,5.6975,119.87,77.13875
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/27/2022 11:00:00 AM,10177,5.6975,92.12,49.38875
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/27/2022 12:00:00 PM,10191,5.6975,104.94,62.20875
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/27/2022 1:00:00 PM,10225,5.6975,93.16,50.42875
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/27/2022 2:00:00 PM,10232,5.6975,310.65,267.91875
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/27/2022 3:00:00 PM,10227,5.6975,385.83,343.09875
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/27/2022 4:00:00 PM,10202,5.6975,595.71,552.97875
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/27/2022 5:00:00 PM,10026,5.6975,436.43,393.69875
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/27/2022 6:00:00 PM,9890,5.6975,373.64,330.90875
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/27/2022 7:00:00 PM,9715,5.6975,268.15,225.41875
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/27/2022 8:00:00 PM,9642,5.6975,79.21,36.47875
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/27/2022 9:00:00 PM,9597,5.6975,70.49,27.75875
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/27/2022 10:00:00 PM,9319,5.6975,66.3,23.56875
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/27/2022 11:00:00 PM,9040,5.9,54.99,10.74
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/28/2022 12:00:00 AM,8955,5.9,43.41,-0.840000000
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/28/2022 1:00:00 AM,8867,5.9,41.32,-2.93
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/28/2022 2:00:00 AM,8784,5.9,48.59,4.34
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/28/2022 3:00:00 AM,8762,5.9,50.8,6.55
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/28/2022 4:00:00 AM,8785,5.9,52.42,8.17
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/28/2022 5:00:00 AM,9064,5.9,67.95,23.7
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/28/2022 6:00:00 AM,9477,5.9,70.26,26.01
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/28/2022 7:00:00 AM,9717,5.9,81.14,36.89
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/28/2022 8:00:00 AM,9881,5.9,94.74,50.49
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/28/2022 9:00:00 AM,10033,5.9,217.67,173.42
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/28/2022 10:00:00 AM,10084,5.9,138.68,94.43
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/28/2022 11:00:00 AM,10184,5.9,97.48,53.23
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/28/2022 12:00:00 PM,10198,5.9,117.66,73.41
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/28/2022 1:00:00 PM,10247,5.9,94.75,50.5
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/28/2022 2:00:00 PM,10236,5.9,89.68,45.43
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/28/2022 3:00:00 PM,10231,5.9,87.16,42.91
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/28/2022 4:00:00 PM,10167,5.9,97.72,53.47
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/28/2022 5:00:00 PM,10038,5.9,151.45,107.2
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/28/2022 6:00:00 PM,9964,5.9,204.15,159.9
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/28/2022 7:00:00 PM,9876,5.9,139.89,95.64
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/28/2022 8:00:00 PM,9830,5.9,66.99,22.74
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/28/2022 9:00:00 PM,9740,5.9,55.63,11.38
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/28/2022 10:00:00 PM,9433,5.9,50.2,5.95
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/28/2022 11:00:00 PM,9146,5.7,49.33,6.58
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/29/2022 12:00:00 AM,9029,5.7,50.34,7.59
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/29/2022 1:00:00 AM,8921,5.7,50.13,7.38
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/29/2022 2:00:00 AM,8864,5.7,54.73,11.98
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/29/2022 3:00:00 AM,8869,5.7,58.4,15.65
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/29/2022 4:00:00 AM,8901,5.7,56.42,13.67
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/29/2022 5:00:00 AM,9172,5.7,59.54,16.79
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/29/2022 6:00:00 AM,9590,5.7,64.87,22.12
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/29/2022 7:00:00 AM,9898,5.7,59.57,16.82
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/29/2022 8:00:00 AM,10150,5.7,53.92,11.17
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/29/2022 9:00:00 AM,10218,5.7,50.05,7.3
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/29/2022 10:00:00 AM,10179,5.7,51.98,9.23
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/29/2022 11:00:00 AM,10220,5.7,54.63,11.88
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/29/2022 12:00:00 PM,10259,5.7,57.42,14.67
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/29/2022 1:00:00 PM,10272,5.7,64.59,21.84
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/29/2022 2:00:00 PM,10210,5.7,80.09,37.34
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/29/2022 3:00:00 PM,10258,5.7,85.99,43.24
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/29/2022 4:00:00 PM,10259,5.7,86.28,43.53
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/29/2022 5:00:00 PM,10095,5.7,85.5,42.75
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/29/2022 6:00:00 PM,9999,5.7,80.18,37.43
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/29/2022 7:00:00 PM,9862,5.7,144.6,101.85
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/29/2022 8:00:00 PM,9736,5.7,103.2,60.45
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/29/2022 9:00:00 PM,9611,5.7,92.14,49.39
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/29/2022 10:00:00 PM,9274,5.7,79.68,36.93
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/29/2022 11:00:00 PM,9134,4.7,81.06,45.81
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/30/2022 12:00:00 AM,8987,4.7,78.81,43.56
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/30/2022 1:00:00 AM,8881,4.7,68.39,33.14
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/30/2022 2:00:00 AM,8843,4.7,57.54,22.29
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/30/2022 3:00:00 AM,8829,4.7,57.43,22.18
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/30/2022 4:00:00 AM,8874,4.7,59.03,23.78
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/30/2022 5:00:00 AM,9157,4.7,67.84,32.59
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/30/2022 6:00:00 AM,9551,4.7,61.19,25.94
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/30/2022 7:00:00 AM,9880,4.7,66.52,31.27
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/30/2022 8:00:00 AM,10070,4.7,81.65,46.4
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/30/2022 9:00:00 AM,10195,4.7,91.8,56.55
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/30/2022 10:00:00 AM,10268,4.7,107.89,72.64
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/30/2022 11:00:00 AM,10222,4.7,112.45,77.2
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/30/2022 12:00:00 PM,10206,4.7,107.07,71.82
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/30/2022 1:00:00 PM,10186,4.7,94.08,58.83
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/30/2022 2:00:00 PM,10190,4.7,85.07,49.82
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/30/2022 3:00:00 PM,10176,4.7,89.71,54.46
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/30/2022 4:00:00 PM,10124,4.7,170.14,134.89
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/30/2022 5:00:00 PM,9952,4.7,287.32,252.07
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/30/2022 6:00:00 PM,9828,4.7,402.16,366.91
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/30/2022 7:00:00 PM,9713,4.7,448.84,413.59
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/30/2022 8:00:00 PM,9541,4.7,266.21,230.96
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,6/30/2022 9:00:00 PM,9564,4.7,106.49,71.24
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/30/2022 10:00:00 PM,9424,4.7,90.85,55.6
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,6/30/2022 11:00:00 PM,9165,4.9,79.81,43.06
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,7/1/2022 12:00:00 AM,9061,4.9,71,34.25
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,7/1/2022 1:00:00 AM,8925,4.9,60.17,23.42
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,7/1/2022 2:00:00 AM,8844,4.9,57.3,20.55
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,7/1/2022 3:00:00 AM,8826,4.9,58.94,22.19
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,7/1/2022 4:00:00 AM,8820,4.9,57.71,20.96
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,7/1/2022 5:00:00 AM,8884,4.9,53.79,17.04
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/1/2022 6:00:00 AM,9079,4.9,51.93,15.18
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/1/2022 7:00:00 AM,9241,4.9,52.8,16.05
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/1/2022 8:00:00 AM,9579,4.9,58.07,21.32
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/1/2022 9:00:00 AM,9766,4.9,61.24,24.49
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/1/2022 10:00:00 AM,9859,4.9,88.96,52.21
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/1/2022 11:00:00 AM,9863,4.9,69.33,32.58
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/1/2022 12:00:00 PM,9902,4.9,76.93,40.18
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/1/2022 1:00:00 PM,9894,4.9,79.22,42.47
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/1/2022 2:00:00 PM,9848,4.9,96.49,59.74
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/1/2022 3:00:00 PM,9916,4.9,139.92,103.17
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/1/2022 4:00:00 PM,9948,4.9,86.23,49.48
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/1/2022 5:00:00 PM,9820,4.9,120.41,83.66
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/1/2022 6:00:00 PM,9750,4.9,92.16,55.41
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/1/2022 7:00:00 PM,9614,4.9,136.49,99.74
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/1/2022 8:00:00 PM,9537,4.9,69.57,32.82
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/1/2022 9:00:00 PM,9449,4.9,56.5,19.75
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,7/1/2022 10:00:00 PM,9271,4.9,63.05,26.3
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,7/1/2022 11:00:00 PM,9136,4.75,59.56,23.935
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,7/2/2022 12:00:00 AM,8965,4.75,66.04,30.415
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,7/2/2022 1:00:00 AM,8758,4.75,58.88,23.255
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,7/2/2022 2:00:00 AM,8732,4.75,54.95,19.325
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,7/2/2022 3:00:00 AM,8792,4.75,65.31,29.685
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,7/2/2022 4:00:00 AM,8775,4.75,75,39.375
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,7/2/2022 5:00:00 AM,8822,4.75,75,39.375
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/2/2022 6:00:00 AM,9003,4.75,63.01,27.385
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/2/2022 7:00:00 AM,9222,4.75,62.84,27.215
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/2/2022 8:00:00 AM,9397,4.75,107.24,71.615
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/2/2022 9:00:00 AM,9541,4.75,149,113.375
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/2/2022 10:00:00 AM,9636,4.75,111.63,76.005
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/2/2022 11:00:00 AM,9676,4.75,125.4,89.775
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/2/2022 12:00:00 PM,9642,4.75,73.88,38.255
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/2/2022 1:00:00 PM,9616,4.75,68.15,32.525
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/2/2022 2:00:00 PM,9614,4.75,70.9,35.275
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/2/2022 3:00:00 PM,9666,4.75,91.24,55.615
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/2/2022 4:00:00 PM,9706,4.75,192.22,156.595
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/2/2022 5:00:00 PM,9567,4.75,161.27,125.645
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/2/2022 6:00:00 PM,9472,4.75,122.04,86.415
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/2/2022 7:00:00 PM,9447,4.75,73.72,38.095
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/2/2022 8:00:00 PM,9433,4.75,66.34,30.715
1/1/2022 12:00:00 AM,ON PEAK,SUMMER,7/2/2022 9:00:00 PM,9439,4.75,53.15,17.525
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,7/2/2022 10:00:00 PM,9254,4.75,58.55,22.925
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,7/2/2022 11:00:00 PM,9057,4.75,56.63,21.005
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,7/3/2022 12:00:00 AM,8867,4.75,52.64,17.015
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,7/3/2022 1:00:00 AM,8772,4.75,52.65,17.025
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,7/3/2022 2:00:00 AM,8717,4.75,53.13,17.505
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,7/3/2022 3:00:00 AM,8665,4.75,53.25,17.625
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,7/3/2022 4:00:00 AM,8626,4.75,54.58,18.955
1/1/2022 12:00:00 AM,OFF PEAK,SUMMER,7/3/2022 5:00:00 AM,8667,4.75,55.81,20.185
